season,holiday,workingday,weather,temp,humidity,windspeed,count,hour,month,day_of_week,year
3.0,0.0,1.0,1.0,33.62,46.0,7.0015,281.0,16.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,33.62,46.0,7.0015,545.0,17.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,32.8,55.0,11.0014,496.0,18.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,32.8,59.0,8.9981,368.0,19.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,31.16,66.0,7.0015,284.0,20.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,31.98,62.0,16.9979,245.0,21.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,31.16,66.0,15.0013,155.0,22.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,30.34,66.0,11.0014,73.0,23.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,29.52,74.0,12.998,37.0,0.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,28.7,74.0,8.9981,15.0,1.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,28.7,79.0,6.0032,5.0,2.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,28.7,79.0,0.0,6.0,3.0,7.0,2.0,2011.0
3.0,0.0,1.0,2.0,27.88,83.0,6.0032,6.0,4.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,27.88,83.0,6.0032,35.0,5.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,28.7,79.0,6.0032,121.0,6.0,7.0,2.0,2011.0
3.0,0.0,1.0,2.0,29.52,79.0,0.0,312.0,7.0,7.0,2.0,2011.0
3.0,0.0,1.0,2.0,29.52,74.0,7.0015,428.0,8.0,7.0,2.0,2011.0
3.0,0.0,1.0,3.0,28.7,79.0,12.998,189.0,9.0,7.0,2.0,2011.0
3.0,0.0,1.0,3.0,28.7,79.0,6.0032,43.0,10.0,7.0,2.0,2011.0
3.0,0.0,1.0,2.0,29.52,74.0,0.0,127.0,11.0,7.0,2.0,2011.0
3.0,0.0,1.0,2.0,30.34,66.0,6.0032,152.0,12.0,7.0,2.0,2011.0
3.0,0.0,1.0,2.0,30.34,70.0,7.0015,140.0,13.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,31.16,66.0,19.0012,163.0,14.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,31.16,70.0,19.0012,185.0,15.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,31.16,70.0,16.9979,275.0,16.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,31.98,59.0,15.0013,596.0,17.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,31.16,62.0,12.998,563.0,18.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,30.34,70.0,15.0013,394.0,19.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,29.52,74.0,16.9979,312.0,20.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,28.7,79.0,12.998,241.0,21.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,28.7,79.0,12.998,186.0,22.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,27.88,83.0,15.0013,98.0,23.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,27.06,89.0,8.9981,35.0,0.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,27.06,89.0,12.998,16.0,1.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,27.06,89.0,12.998,8.0,2.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,26.24,94.0,7.0015,4.0,3.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,26.24,89.0,7.0015,4.0,4.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,26.24,89.0,7.0015,32.0,5.0,7.0,3.0,2011.0
3.0,0.0,1.0,2.0,26.24,89.0,8.9981,118.0,6.0,7.0,3.0,2011.0
3.0,0.0,1.0,2.0,27.06,89.0,7.0015,292.0,7.0,7.0,3.0,2011.0
3.0,0.0,1.0,2.0,28.7,79.0,12.998,443.0,8.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,30.34,70.0,11.0014,179.0,9.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,31.98,62.0,0.0,101.0,10.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,33.62,52.0,8.9981,142.0,11.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,34.44,41.0,0.0,171.0,12.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,35.26,41.0,0.0,155.0,13.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,35.26,41.0,16.9979,160.0,14.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,35.26,41.0,16.9979,166.0,15.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,35.26,39.0,15.0013,265.0,16.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,35.26,36.0,16.9979,569.0,17.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,34.44,44.0,19.9995,562.0,18.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,33.62,52.0,19.0012,365.0,19.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,31.16,58.0,23.9994,285.0,20.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,30.34,62.0,11.0014,209.0,21.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,30.34,62.0,11.0014,182.0,22.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,29.52,66.0,0.0,129.0,23.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,30.34,66.0,7.0015,47.0,0.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,29.52,79.0,0.0,34.0,1.0,7.0,4.0,2011.0
3.0,0.0,1.0,2.0,28.7,74.0,11.0014,22.0,2.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,27.88,79.0,7.0015,6.0,3.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,28.7,79.0,16.9979,11.0,4.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,27.88,79.0,16.9979,27.0,5.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,28.7,74.0,7.0015,102.0,6.0,7.0,4.0,2011.0
3.0,0.0,1.0,2.0,28.7,79.0,12.998,332.0,7.0,7.0,4.0,2011.0
3.0,0.0,1.0,2.0,29.52,74.0,16.9979,457.0,8.0,7.0,4.0,2011.0
3.0,0.0,1.0,2.0,31.16,70.0,19.9995,241.0,9.0,7.0,4.0,2011.0
3.0,0.0,1.0,2.0,30.34,70.0,23.9994,138.0,10.0,7.0,4.0,2011.0
3.0,0.0,1.0,2.0,30.34,74.0,16.9979,165.0,11.0,7.0,4.0,2011.0
3.0,0.0,1.0,2.0,31.16,70.0,19.0012,213.0,12.0,7.0,4.0,2011.0
3.0,0.0,1.0,2.0,31.98,66.0,19.0012,229.0,13.0,7.0,4.0,2011.0
3.0,0.0,1.0,2.0,32.8,63.0,23.9994,216.0,14.0,7.0,4.0,2011.0
3.0,0.0,1.0,2.0,32.8,63.0,23.9994,141.0,15.0,7.0,4.0,2011.0
3.0,0.0,1.0,3.0,27.88,83.0,30.0026,132.0,16.0,7.0,4.0,2011.0
3.0,0.0,1.0,3.0,27.06,89.0,30.0026,167.0,17.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,27.06,83.0,6.0032,316.0,18.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,27.06,83.0,6.0032,270.0,19.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,27.06,83.0,11.0014,250.0,20.0,7.0,4.0,2011.0
3.0,0.0,1.0,2.0,27.06,83.0,16.9979,204.0,21.0,7.0,4.0,2011.0
3.0,0.0,1.0,2.0,27.06,78.0,12.998,169.0,22.0,7.0,4.0,2011.0
3.0,0.0,1.0,2.0,27.06,78.0,6.0032,151.0,23.0,7.0,4.0,2011.0
3.0,0.0,0.0,2.0,27.06,83.0,8.9981,121.0,0.0,7.0,5.0,2011.0
3.0,0.0,0.0,2.0,26.24,89.0,7.0015,53.0,1.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,26.24,89.0,11.0014,55.0,2.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,26.24,89.0,8.9981,30.0,3.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,26.24,83.0,15.0013,6.0,4.0,7.0,5.0,2011.0
3.0,0.0,0.0,2.0,25.42,88.0,11.0014,15.0,5.0,7.0,5.0,2011.0
3.0,0.0,0.0,2.0,26.24,83.0,12.998,38.0,6.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,27.06,78.0,12.998,71.0,7.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,28.7,70.0,16.9979,182.0,8.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,30.34,58.0,19.0012,247.0,9.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,31.16,52.0,11.0014,264.0,10.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,31.98,46.0,19.9995,290.0,11.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,32.8,46.0,16.9979,366.0,12.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,33.62,41.0,15.0013,416.0,13.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,34.44,36.0,8.9981,373.0,14.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,34.44,34.0,6.0032,402.0,15.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,33.62,38.0,0.0,416.0,16.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,34.44,32.0,0.0,401.0,17.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,33.62,36.0,7.0015,378.0,18.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,31.16,55.0,11.0014,306.0,19.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,31.16,58.0,15.0013,314.0,20.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,30.34,58.0,11.0014,238.0,21.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,29.52,62.0,11.0014,214.0,22.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,29.52,58.0,12.998,140.0,23.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,28.7,61.0,11.0014,154.0,0.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,28.7,61.0,8.9981,113.0,1.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,27.88,69.0,6.0032,96.0,2.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,27.06,74.0,6.0032,25.0,3.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,27.06,69.0,6.0032,5.0,4.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,27.06,74.0,0.0,17.0,5.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,26.24,78.0,6.0032,25.0,6.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,28.7,70.0,6.0032,65.0,7.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,29.52,66.0,0.0,92.0,8.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,30.34,66.0,6.0032,169.0,9.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,31.16,55.0,8.9981,268.0,10.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,31.98,55.0,12.998,287.0,11.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,33.62,46.0,19.0012,377.0,12.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,32.8,46.0,19.9995,367.0,13.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,33.62,41.0,22.0028,349.0,14.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,34.44,39.0,19.0012,361.0,15.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,34.44,41.0,19.0012,372.0,16.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,34.44,36.0,15.0013,363.0,17.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,33.62,43.0,19.0012,363.0,18.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,32.8,49.0,22.0028,303.0,19.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,31.16,55.0,12.998,268.0,20.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,30.34,62.0,16.9979,227.0,21.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,30.34,66.0,15.0013,143.0,22.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,29.52,66.0,16.9979,72.0,23.0,7.0,6.0,2011.0
3.0,0.0,1.0,1.0,28.7,65.0,12.998,35.0,0.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,28.7,61.0,19.0012,10.0,1.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,28.7,61.0,15.0013,12.0,2.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,27.88,65.0,11.0014,10.0,3.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,27.06,74.0,15.0013,4.0,4.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,27.06,74.0,8.9981,26.0,5.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,27.88,74.0,12.998,121.0,6.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,28.7,74.0,16.9979,317.0,7.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,30.34,66.0,19.0012,420.0,8.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,31.98,59.0,19.9995,208.0,9.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,32.8,55.0,23.9994,117.0,10.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,33.62,56.0,19.9995,128.0,11.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,34.44,53.0,19.0012,148.0,12.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,35.26,50.0,16.9979,141.0,13.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,35.26,53.0,19.0012,134.0,14.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,35.26,56.0,27.9993,146.0,15.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,35.26,56.0,26.0027,239.0,16.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,35.26,56.0,27.9993,514.0,17.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,35.26,53.0,26.0027,472.0,18.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,34.44,59.0,22.0028,373.0,19.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,29.52,74.0,27.9993,236.0,20.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,28.7,79.0,27.9993,130.0,21.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,29.52,74.0,8.9981,90.0,22.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,28.7,79.0,8.9981,55.0,23.0,7.0,0.0,2011.0
3.0,0.0,1.0,1.0,28.7,79.0,8.9981,22.0,0.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,28.7,79.0,6.0032,14.0,1.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,28.7,79.0,7.0015,9.0,2.0,7.0,1.0,2011.0
3.0,0.0,1.0,2.0,28.7,79.0,0.0,8.0,3.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,28.7,79.0,11.0014,6.0,4.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,28.7,79.0,6.0032,25.0,5.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,30.34,58.0,15.0013,115.0,6.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,31.16,55.0,12.998,330.0,7.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,31.16,58.0,15.0013,417.0,8.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,31.98,55.0,32.9975,176.0,9.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,33.62,52.0,11.0014,123.0,10.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,33.62,52.0,11.0014,125.0,11.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,35.26,44.0,19.9995,163.0,12.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,35.26,47.0,15.0013,136.0,13.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,36.9,42.0,19.9995,124.0,14.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,36.9,42.0,23.9994,148.0,15.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,35.26,44.0,19.0012,202.0,16.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,36.08,44.0,19.0012,428.0,17.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,35.26,47.0,19.9995,511.0,18.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,34.44,44.0,19.0012,337.0,19.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,33.62,43.0,12.998,308.0,20.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,33.62,43.0,7.0015,258.0,21.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,32.8,46.0,8.9981,194.0,22.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,31.98,52.0,0.0,79.0,23.0,7.0,1.0,2011.0
3.0,0.0,1.0,1.0,31.16,62.0,0.0,46.0,0.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,31.16,55.0,0.0,12.0,1.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,31.16,55.0,0.0,5.0,2.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,30.34,58.0,12.998,4.0,3.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,30.34,58.0,16.9979,5.0,4.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,30.34,58.0,12.998,26.0,5.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,30.34,58.0,11.0014,121.0,6.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,31.16,55.0,16.9979,313.0,7.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,32.8,49.0,16.9979,449.0,8.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,33.62,41.0,12.998,186.0,9.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,33.62,46.0,12.998,113.0,10.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,34.44,39.0,11.0014,165.0,11.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,34.44,41.0,19.0012,174.0,12.0,7.0,2.0,2011.0
3.0,0.0,1.0,3.0,33.62,46.0,8.9981,158.0,13.0,7.0,2.0,2011.0
3.0,0.0,1.0,3.0,33.62,46.0,8.9981,116.0,14.0,7.0,2.0,2011.0
3.0,0.0,1.0,3.0,26.24,94.0,8.9981,46.0,15.0,7.0,2.0,2011.0
3.0,0.0,1.0,2.0,27.06,89.0,0.0,141.0,16.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,28.7,79.0,0.0,488.0,17.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,29.52,79.0,8.9981,463.0,18.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,28.7,79.0,7.0015,419.0,19.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,28.7,84.0,11.0014,342.0,20.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,28.7,79.0,7.0015,250.0,21.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,27.88,83.0,12.998,184.0,22.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,27.06,83.0,16.9979,116.0,23.0,7.0,2.0,2011.0
3.0,0.0,1.0,1.0,27.06,69.0,19.9995,46.0,0.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,27.06,61.0,16.9979,25.0,1.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,26.24,57.0,19.9995,10.0,2.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,25.42,57.0,19.9995,6.0,3.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,25.42,53.0,16.9979,6.0,4.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,24.6,56.0,15.0013,28.0,5.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,24.6,60.0,15.0013,130.0,6.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,25.42,53.0,16.9979,334.0,7.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,26.24,50.0,23.9994,486.0,8.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,27.88,47.0,19.0012,224.0,9.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,28.7,42.0,16.9979,127.0,10.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,29.52,37.0,15.0013,148.0,11.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,30.34,35.0,16.9979,223.0,12.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,31.16,33.0,22.0028,177.0,13.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,30.34,35.0,19.0012,178.0,14.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,31.16,33.0,19.9995,180.0,15.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,31.16,33.0,8.9981,274.0,16.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,30.34,37.0,8.9981,595.0,17.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,29.52,42.0,12.998,578.0,18.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,29.52,39.0,15.0013,400.0,19.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,28.7,42.0,15.0013,348.0,20.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,27.06,50.0,8.9981,261.0,21.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,26.24,57.0,6.0032,176.0,22.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,26.24,65.0,16.9979,124.0,23.0,7.0,3.0,2011.0
3.0,0.0,1.0,1.0,25.42,73.0,15.0013,80.0,0.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,25.42,73.0,12.998,20.0,1.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,24.6,78.0,11.0014,38.0,2.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,24.6,73.0,12.998,7.0,3.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,24.6,73.0,11.0014,10.0,4.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,24.6,73.0,8.9981,23.0,5.0,7.0,4.0,2011.0
3.0,0.0,1.0,2.0,24.6,73.0,7.0015,120.0,6.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,26.24,65.0,7.0015,274.0,7.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,26.24,65.0,16.9979,564.0,8.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,27.88,54.0,12.998,207.0,9.0,7.0,4.0,2011.0
3.0,0.0,1.0,2.0,27.06,61.0,11.0014,166.0,10.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,28.7,54.0,8.9981,210.0,11.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,28.7,48.0,12.998,238.0,12.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,28.7,54.0,12.998,247.0,13.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,28.7,51.0,12.998,265.0,14.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,29.52,45.0,11.0014,237.0,15.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,29.52,51.0,12.998,361.0,16.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,30.34,42.0,16.9979,587.0,17.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,29.52,45.0,15.0013,496.0,18.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,28.7,45.0,15.0013,394.0,19.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,28.7,51.0,15.0013,343.0,20.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,27.06,54.0,7.0015,261.0,21.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,27.06,57.0,15.0013,223.0,22.0,7.0,4.0,2011.0
3.0,0.0,1.0,1.0,26.24,61.0,11.0014,167.0,23.0,7.0,4.0,2011.0
3.0,0.0,0.0,1.0,25.42,65.0,12.998,110.0,0.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,24.6,69.0,7.0015,75.0,1.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,24.6,73.0,8.9981,58.0,2.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,24.6,78.0,8.9981,26.0,3.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,24.6,73.0,6.0032,16.0,4.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,23.78,78.0,6.0032,10.0,5.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,24.6,78.0,11.0014,37.0,6.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,25.42,73.0,8.9981,52.0,7.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,27.06,65.0,11.0014,127.0,8.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,28.7,54.0,15.0013,222.0,9.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,29.52,54.0,12.998,322.0,10.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,30.34,48.0,15.0013,396.0,11.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,31.16,43.0,19.0012,463.0,12.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,31.16,45.0,19.9995,497.0,13.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,30.34,45.0,19.9995,433.0,14.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,31.16,45.0,22.0028,428.0,15.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,31.16,45.0,19.0012,425.0,16.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,31.16,45.0,15.0013,475.0,17.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,31.16,45.0,19.0012,428.0,18.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,30.34,48.0,12.998,406.0,19.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,29.52,51.0,15.0013,296.0,20.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,28.7,58.0,15.0013,252.0,21.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,28.7,65.0,19.0012,201.0,22.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,27.88,61.0,15.0013,168.0,23.0,7.0,5.0,2011.0
3.0,0.0,0.0,1.0,27.06,65.0,15.0013,125.0,0.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,26.24,69.0,12.998,102.0,1.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,26.24,69.0,15.0013,94.0,2.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,26.24,69.0,15.0013,47.0,3.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,25.42,73.0,11.0014,10.0,4.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,26.24,69.0,15.0013,12.0,5.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,25.42,73.0,11.0014,21.0,6.0,7.0,6.0,2011.0
3.0,0.0,0.0,1.0,26.24,73.0,11.0014,50.0,7.0,7.0,6.0,2011.0
